val_loss,val_f1,epoch,step,train_loss,train_f1
2.518479585647583,0.0009377479436807334,0,1,,
2.4742445945739746,0.0009381540003232658,1,3,,
2.4302849769592285,0.0009383571450598538,2,5,,
2.386610269546509,0.001183380139991641,3,7,,
2.343231201171875,0.0013461422640830278,4,9,,
2.3001582622528076,0.0028703862335532904,5,11,,
2.257404327392578,0.007096740882843733,6,13,,
2.214982748031616,0.020632553845643997,7,15,,
2.172907829284668,0.04432140290737152,8,17,,
2.1311912536621094,0.06194910779595375,9,19,,
2.089848756790161,0.07290147989988327,10,21,,
2.0488955974578857,0.0769444927573204,11,23,,
2.0083470344543457,0.07927601039409637,12,25,,
1.9682174921035767,0.08062482625246048,13,27,,
1.9285238981246948,0.07852951437234879,14,29,,
1.889282464981079,0.07850463688373566,15,31,,
1.8505109548568726,0.07850463688373566,16,33,,
1.812227487564087,0.07850463688373566,17,35,,
1.7744500637054443,0.07850463688373566,18,37,,
1.7371958494186401,0.07850463688373566,19,39,,
1.7004852294921875,0.07850463688373566,20,41,,
1.664335012435913,0.07850463688373566,21,43,,
1.628764033317566,0.07850463688373566,22,45,,
1.5937893390655518,0.07850463688373566,23,47,,
,,24,49,1.5429171323776245,0.07943448424339294
1.5594305992126465,0.07850463688373566,24,49,,
1.5257052183151245,0.07850463688373566,25,51,,
1.492628574371338,0.07850463688373566,26,53,,
1.460222601890564,0.07850463688373566,27,55,,
1.4285029172897339,0.07850463688373566,28,57,,
1.3974839448928833,0.07850463688373566,29,59,,
1.3671807050704956,0.07850463688373566,30,61,,
1.3376054763793945,0.07850463688373566,31,63,,
1.3087685108184814,0.07850463688373566,32,65,,
1.280681848526001,0.07850463688373566,33,67,,
1.2533539533615112,0.07850463688373566,34,69,,
1.2267907857894897,0.07850463688373566,35,71,,
1.200998067855835,0.07850463688373566,36,73,,
1.1759748458862305,0.07850463688373566,37,75,,
1.151724100112915,0.07850463688373566,38,77,,
1.1282449960708618,0.07850463688373566,39,79,,
1.105533480644226,0.07850463688373566,40,81,,
1.0835857391357422,0.07850463688373566,41,83,,
1.0623940229415894,0.07850463688373566,42,85,,
1.0419509410858154,0.07850463688373566,43,87,,
1.022244930267334,0.07850463688373566,44,89,,
1.0032628774642944,0.07850463688373566,45,91,,
0.9849923253059387,0.07850463688373566,46,93,,
0.967417299747467,0.07850463688373566,47,95,,
0.9505209922790527,0.07850463688373566,48,97,,
,,49,99,0.8836738467216492,0.07943448424339294
0.9342858791351318,0.07850463688373566,49,99,,
0.9186939597129822,0.07850463688373566,50,101,,
0.903727114200592,0.07850463688373566,51,103,,
0.889363169670105,0.07850463688373566,52,105,,
0.8755821585655212,0.07850463688373566,53,107,,
0.8623639345169067,0.07850463688373566,54,109,,
0.849686861038208,0.07850463688373566,55,111,,
0.8375310301780701,0.07850463688373566,56,113,,
0.8258746266365051,0.07850463688373566,57,115,,
0.8146974444389343,0.07850463688373566,58,117,,
0.8039783835411072,0.07850463688373566,59,119,,
0.7936978340148926,0.07850463688373566,60,121,,
0.783835768699646,0.07850463688373566,61,123,,
0.7743739485740662,0.07850463688373566,62,125,,
0.7652919888496399,0.07850463688373566,63,127,,
0.7565714716911316,0.07850463688373566,64,129,,
0.7481944561004639,0.07850463688373566,65,131,,
